source_raw,source_type,relation,target_raw,target_type,source_chunk_id,source_row_id,published_date,evidence,confidence,source_name,target_name,source_name_norm,target_name_norm,source_id,target_id
Biognosys,Company,USES,4D proteomics timsTOF technology,Technology,https://www.pharmiweb.com/press-release/2023-01-04/biognosys-and-bruker-form-partnership-for-advanced-proteomics-cro-services-for-global-biopharma-and-biomarker-customers::c0000,882,2023-01-04,Biognosys will access Bruker’s leading 4D proteomics timsTOF technology,1.0,Biognosys,4D proteomics timsTOF technology,biognosys,4d proteomics timstof technology,lab19_7f2aa331f1d97add8d94f1ba,lab19_ca0db9c5c34d806cc3affbfb
Integrated Water Services Inc.,Company,ACQUIRED,Hyperion International Technologies,Company,https://www.watertechonline.com/industry/article/14290718/integrated-water-services-acquires-hyperion-international-technologies::c0000,890,2023-03-07,Integrated Water Services acquires Hyperion International Technologies,1.0,Integrated Water Services Inc.,Hyperion International Technologies,integrated water services inc.,hyperion international technologies,lab19_d437b82403b7eb66b412cedb,lab19_a4526bf0ce1633bdf0041f2b
Parks Associates,Company,FOUNDED,1986,Technology,https://technews.tmcnet.com/news/2023/03/30/9786258.htm::c0000,901,2023-03-30,Founded in 1986 Parks Associates,0.9,Parks Associates,1986,parks associates,1986,lab19_4841986fd3829535095242bc,lab19_6c9e12a7af0156132975aaa6
Aeris,Company,ACQUIRED,Ericsson's IoT Accelerator and Connected Vehicle Cloud businesses,Technology,https://www.iotevolutionworld.com/iot/articles/454653-leap-connectivity-aeris-acquires-technologies-from-ericsson-support.htm::c0000,935,2023-01-18,Aeris has acquired Ericsson''s IoT Accelerator and Connected Vehicle Cloud businesses,1.0,Aeris,Ericsson's IoT Accelerator and Connected Vehicle Cloud businesses,aeris,ericsson s iot accelerator and connected vehicle cloud businesses,lab19_ce0b6a8e50a6a58526e4c85f,lab19_06f73103c64a031257801ac5
CoolSys,Company,ACQUIRED,1GNITE,Company,https://www.pehub.com/ares-management-backed-coolsys-buys-used-asset-recovery-solutions-provider-1gnite/::c0000,953,2023-08-08,CoolSys which is backed by Ares Management has acquired 1GNITE,1.0,CoolSys,1GNITE,coolsys,1gnite,lab19_63d082a8de0796f78ce17b7d,lab19_5057c10aa4464ea24cfd2ca3
CoolSys,Company,INVESTED_IN,Ares Management,Company,https://www.pehub.com/ares-management-backed-coolsys-buys-used-asset-recovery-solutions-provider-1gnite/::c0000,953,2023-08-08,Ares Management-backed CoolSys,1.0,CoolSys,Ares Management,coolsys,ares management,lab19_63d082a8de0796f78ce17b7d,lab19_5b1a8ad7e6c44ce221bc1dac
Infineon,Company,PARTNERED_WITH,Resonac,Company,https://powerelectronicsworld.net/article/115947/Infineon_and_Resonac_expand_SiC_cooperation::c0000,985,2023-01-12,Infineon and Resonac expand SiC cooperation,1.0,Infineon,Resonac,infineon,resonac,lab19_482e949a0b6c21ca2b8da03e,lab19_7d87b719c7aab894bd5ffd26
Resonac,Company,USES,SiC materials,Technology,https://powerelectronicsworld.net/article/115947/Infineon_and_Resonac_expand_SiC_cooperation::c0000,985,2023-01-12,Resonac will supply Infineon with SiC materials,1.0,Resonac,SiC materials,resonac,sic materials,lab19_7d87b719c7aab894bd5ffd26,lab19_d1835d942964f33b13a19e7e
Biz Technology Solutions Inc.,Company,PARTNERED_WITH,New Charter Technologies,Company,https://technews.tmcnet.com/news/2023/03/20/9779638.htm::c0000,991,2023-03-20,Biz Technology Solutions Enters Into Partnership With New Charter Technologies,1.0,Biz Technology Solutions Inc.,New Charter Technologies,biz technology solutions inc.,new charter technologies,lab19_cea993ce8031698bbff3b5a5,lab19_9960a1ca5dd13b4f18ca1fb7
New Charter Technologies,Company,INVESTED_IN,Oval Partners,Company,https://technews.tmcnet.com/news/2023/03/20/9779638.htm::c0000,991,2023-03-20,New Charter Technologies a portfolio company of Palo Alto-based private equity firm Oval Partners,1.0,New Charter Technologies,Oval Partners,new charter technologies,oval partners,lab19_9960a1ca5dd13b4f18ca1fb7,lab19_92b29452d4d86cc753963b80
L&T Technology Services Ltd,Company,ACQUIRED,Smart World & Communication (SWC) business of Larsen & Toubro Ltd (L&T),Company,https://www.siliconindia.com/news/general/lt-sells-business-division-to-subsidiary-lt-technology-services-for-rs-800-cr-nid-220959-cid-1.html::c0000,1007,2023-01-13,L&T Technology Services Ltd will acquire the Smart World & Communication (SWC) business of Larsen & Toubro Ltd (L&T),1.0,L&T Technology Services Ltd,Smart World & Communication (SWC) business of Larsen & Toubro Ltd (L&T),l t technology services ltd,smart world communication swc business of larsen toubro ltd l t,lab19_9164b06b372eb4758cf7db83,lab19_3c804d9bb3f057b4652452ba
Dash Solutions,Company,ACQUIRED,KyckGlobal,Company,https://www.bizjournals.com/atlanta/inno/stories/news/2023/08/30/birminghams-dash-solutions-buys-kyckglobal.html::c0000,1169,2023-08-30,Dash Solutions acquired KyckGlobal a financial technology company and payments platform,1.0,Dash Solutions,KyckGlobal,dash solutions,kyckglobal,lab19_6b8b046564649fd7230883dd,lab19_894487a3583e2560ae83ca4e
Private Investment Consortium,Company,ACQUIRED,Syneos Health,Company,https://www.tmcnet.com/usubmit/-syneos-health-be-acquired-a-private-investment-consortium-/2023/05/10/9811263.htm::c0000,1171,2023-05-10,Syneos Health to be Acquired by a Private Investment Consortium,1.0,Private Investment Consortium,Syneos Health,private investment consortium,syneos health,lab19_5f8fa4386684658e4d6378f4,lab19_df7c76f87f6d7cca6cd3b599
Options Technology,Company,PARTNERED_WITH,Microsoft,Company,https://www.galvnews.com/news_ap/business/options-named-microsoft-solutions-partner-for-security/article_806d69f3-5ed0-53ec-82fe-0900d3b49515.html::c0000,1229,2023-06-08,Options Named Microsoft Solutions Partner for Security,0.9,Options Technology,Microsoft,options technology,microsoft,lab19_9cd910fcf7271d0c1563d8e1,lab19_fb0f4df56fab164ec48722f0
Trulioo,Company,PARTNERED_WITH,Beedie Luminaries,Company,https://www.bctechnology.com/news/search-results.cfm?company_list=Trulioo%20Information%20Services%20Inc.&posted=last2628000&f=e&arcsrch=45607::c0000,1235,2022-12-21,Trulioo ... is partnering with Beedie Luminaries,0.95,Trulioo,Beedie Luminaries,trulioo,beedie luminaries,lab19_f523f5db757fde9b073849ee,lab19_d0d28e6e94ee646e27675b1a
Synchrony,Company,PARTNERED_WITH,The Container Store,Company,https://multichannelmerchant.com/press-releases/synchrony-and-the-container-store-extend-consumer-financing-partnership/::c0000,1321,2023-06-12,Synchrony and The Container Store Extend Consumer Financing Partnership,1.0,Synchrony,The Container Store,synchrony,the container store,lab19_e179c51aff925362c62a976f,lab19_21199ddda940caea859b03d4
Stanbic IBTC,Company,DEVELOPED,payment solutions provider (PSP),Technology,https://guardian.ng/business-services/stanbic-ibtcs-financial-technology-subsidiary-starts-operation/::c0000,1324,2023-05-18,focusing on developing innovative technology solutions to enhance Stanbic IBTC’s existing financial services offerings,0.9,Stanbic IBTC,payment solutions provider (PSP),stanbic ibtc,payment solutions provider psp,lab19_e25ac5e7bef70950e97181a9,lab19_9a624f0ad785fc3490e74818
Aran Azarzar,Person,LEADS,JFrog,Company,https://finance.yahoo.com/news/jfrog-welcomes-seasoned-technology-security-121500607.html::c0000,1349,2023-03-31,Aran Azarzar as Chief Information Officer. In this role Azarzar will lead the strategy and operations for JFrog’s Information Technology organization,0.95,Aran Azarzar,JFrog,aran azarzar,jfrog,lab19_3feb21b4840bec281371b4cd,lab19_7f8f377f2d9ed5bac3b1579c
Shlomi Ben Haim,Person,FOUNDED,JFrog,Company,https://finance.yahoo.com/news/jfrog-welcomes-seasoned-technology-security-121500607.html::c0000,1349,2023-03-31,reporting directly to co-Founder and CEO Shlomi Ben Haim,0.9,Shlomi Ben Haim,JFrog,shlomi ben haim,jfrog,lab19_24cbecae5663f1983b32e590,lab19_7f8f377f2d9ed5bac3b1579c
TRG,Company,ACQUIRED,Symec Technologies Limited,Company,https://it.tmcnet.com/news/2023/04/06/9790648.htm::c0000,1363,2023-04-06,TRG ... has acquired Symec Technologies Limited,1.0,TRG,Symec Technologies Limited,trg,symec technologies limited,lab19_0922a38889e087ee5482520c,lab19_86b9ff312ddfa2fd19b23947
SynFutures,Company,DEVELOPED,V3 Perpetual Futures DEX,Technology,https://www.tmcnet.com/usubmit/2023/10/20/9902713.htm::c0000,1385,2023-10-20,SynFutures Announces USD22M Series B and Launches V3 Perpetual Futures DEX,1.0,SynFutures,V3 Perpetual Futures DEX,synfutures,v3 perpetual futures dex,lab19_41b4798fc321fe6e3f32f05d,lab19_39ab1f77aeb1f64d3435a76f
SynFutures,Company,DEVELOPED,Oyster AMM,Technology,https://www.tmcnet.com/usubmit/2023/10/20/9902713.htm::c0000,1385,2023-10-20,Launches V3 Perpetual Futures DEX with Proprietary Oyster AMM,1.0,SynFutures,Oyster AMM,synfutures,oyster amm,lab19_41b4798fc321fe6e3f32f05d,lab19_c3e054fbee1c0dbe0752c4ab
APICORP,Company,INVESTED_IN,Ashtead Technology,Company,https://www.zawya.com/en/business/energy/apicorp-exits-investment-in-oil-services-company-ashtead-technology-eoch4zqa::c0000,1394,2023-07-10,APICORP has completed the sale of APICORP's equity investment in oil services company Ashtead Technology,1.0,APICORP,Ashtead Technology,apicorp,ashtead technology,lab19_a04df13d4af9fd295f318e88,lab19_c5a9f54d4780774a13f008b9
Syntax,Company,ACQUIRED,Tyemill,Company,https://www.bizjournals.com/seattle/news/2023/04/19/tyemill-acquired-syntax-seattle-new-york.html::c0000,1397,2023-04-19,Seattle-based research software company Tyemill has been acquired by Syntax,1.0,Syntax,Tyemill,syntax,tyemill,lab19_b48e5b3bde59dfb99454d2b8,lab19_776d89f3866049239e5a9365
Mouser Electronics,Company,PARTNERED_WITH,Siemens,Company,https://www.joplinglobe.com/region/national_business/mouser-electronics-partners-with-siemens-on-distribution-agreement-for-industrial-automation-solutions/article_e942e861-e71a-511b-83d5-96250a6611b0.html::c0000,1405,2023-10-30,Mouser Electronics Partners with Siemens on Distribution Agreement,1.0,Mouser Electronics,Siemens,mouser electronics,siemens,lab19_55e96777dc5ff9d22d8f9411,lab19_454367b0da7e1115b6521f24
Zerify Inc.,Company,PARTNERED_WITH,TD SYNNEX,Company,https://it.tmcnet.com/news/2023/06/21/9836399.htm::c0000,1417,2023-06-21,Zerify Inc. ... announced a new partnership with TD SYNNEX,1.0,Zerify Inc.,TD SYNNEX,zerify inc.,td synnex,lab19_b76416b6a4ab6a1dfc99c3b8,lab19_c097f034a917efc579a7954c
Intetics,Company,DEVELOPED,AI integrated virtual try-on solution,Technology,https://www.tmcnet.com/usubmit/-ai-integrated-virtual-try-on-customer-centric-solution-/2023/08/29/9871185.htm::c0000,1430,2023-08-29,Intetics a leading American technology company introduces AI integrated virtual try-on solution,1.0,Intetics,AI integrated virtual try-on solution,intetics,ai integrated virtual try-on solution,lab19_0c97494439da453a3f871cf1,lab19_6fbd0c11869440b6a110fe04
ServiceNow,Company,DEVELOPED,generative AI capabilities,Technology,https://technews.tmcnet.com/news/2023/07/26/9854808.htm::c0000,1435,2023-07-26,ServiceNow Expands Generative AI Capabilities With Case Summarization and Text-to-Code,1.0,ServiceNow,generative AI capabilities,servicenow,generative ai capabilities,lab19_cc9c6ee3857729e221d3f6de,lab19_51b4da2e19c1c611815ef4a8
IRIS Software Group,Company,DEVELOPED,IRIS Outsourcing,Technology,https://www.galvnews.com/news_ap/business/iris-software-group-brings-dedicated-outsourcing-to-accounting-firms-in-the-americas/article_3be256ed-e80a-5622-b0b5-c3570f0c8e75.html::c0000,1444,2023-09-05,IRIS Software Group ... is today launching IRIS Outsourcing for accounting firms in the Americas market,1.0,IRIS Software Group,IRIS Outsourcing,iris software group,iris outsourcing,lab19_1fc54fda3a6aac9d0fd10120,lab19_4ccf2b1022a7cda3c007b5ed
National University of Singapore,Company,DEVELOPED,eAir,Technology,https://medicalxpress.com/news/2023-08-nature-inspired-pressure-technology-aims-health.html::c0000,1458,2023-08-18,"Researchers at the National University of Singapore (NUS) have developed a novel aero-elastic pressure sensor called '""eAir.'""",1.0,National University of Singapore,eAir,national university of singapore,eair,lab19_1e63f6e82f7d316e12adc791,lab19_9ac11fc9d015bd72410130a3
Smart Eye,Company,DEVELOPED,AIS Driver Monitoring System,Technology,https://www.tmcnet.com/usubmit/-smart-eyes-ais-driver-monitoring-system-integrated-with-/2023/09/05/9874664.htm::c0000,1463,2023-09-05,Smart Eye a leading developer of Driver Monitoring System (DMS) technology ... announced the integration of AIS - the company''s standalone hardware and software DMS for fleets,1.0,Smart Eye,AIS Driver Monitoring System,smart eye,ais driver monitoring system,lab19_e37bc65aed41709c8353685f,lab19_1058736ddf32907683423757
AIS Driver Monitoring System,Technology,PARTNERED_WITH,Geotab,Company,https://www.tmcnet.com/usubmit/-smart-eyes-ais-driver-monitoring-system-integrated-with-/2023/09/05/9874664.htm::c0000,1463,2023-09-05,integration of AIS ... with Geotab ''s industry-leading fleet management platform,1.0,AIS Driver Monitoring System,Geotab,ais driver monitoring system,geotab,lab19_1058736ddf32907683423757,lab19_7e4b21f21144b29d3c774b6f
thyssenkrupp,Company,PARTNERED_WITH,Samotics,Company,https://www.automation.com/en-us/articles/october-2023/thyssenkrupp-samotics-sustainability-steel::c0000,1480,2023-10-04,thyssenkrupp Selects Samotics to Increase Reliability and Sustainability of Its Steel Manufacturing Process,0.9,thyssenkrupp,Samotics,thyssenkrupp,samotics,lab19_0fdf09671989b87d6adcaea3,lab19_67ac22294f3bf7d4ff2c73fa
Samotics,Company,DEVELOPED,SAM4,Technology,https://www.automation.com/en-us/articles/october-2023/thyssenkrupp-samotics-sustainability-steel::c0000,1480,2023-10-04,Samotics’ SAM4 technology achieves this by using a technique called ...,0.95,Samotics,SAM4,samotics,sam4,lab19_67ac22294f3bf7d4ff2c73fa,lab19_3e279dfa1489d3403199d1e0
SAM4,Technology,USES,technique,Technology,https://www.automation.com/en-us/articles/october-2023/thyssenkrupp-samotics-sustainability-steel::c0000,1480,2023-10-04,SAM4 technology achieves this by using a technique called ...,0.6,SAM4,technique,sam4,technique,lab19_3e279dfa1489d3403199d1e0,lab19_a3185564a51580eec732c6c5
UKAEA,Company,PARTNERED_WITH,University of Sheffield,Company,https://www.gov.uk/government/news/ukaea-and-university-of-sheffield-partnership-to-drive-fusion-technology::c0000,1489,2023-03-09,UKAEA and University of Sheffield partnership to drive fusion technology,0.95,UKAEA,University of Sheffield,ukaea,university of sheffield,lab19_4843a907d36f29f746e4be1c,lab19_88cbe29fbdd8eee71ac6003f
UKAEA and University of Sheffield,Company,DEVELOPED,fusion technology,Technology,https://www.gov.uk/government/news/ukaea-and-university-of-sheffield-partnership-to-drive-fusion-technology::c0000,1489,2023-03-09,partnership to drive fusion technology,0.9,UKAEA and University of Sheffield,fusion technology,ukaea and university of sheffield,fusion technology,lab19_9a21a04fee7f211a1b276dcd,lab19_750f851d597b6440addf0589
Syndio,Company,PARTNERED_WITH,Broadridge,Company,https://www.goskagit.com/syndio-partners-with-broadridge-for-pay-equity-as-financial-services-sector-looks-to-deliver-on/article_90db3db8-bb97-592d-933d-00ec9c375a78.html::c0000,1511,2023-01-11,Syndio Partners with Broadridge for Pay Equity,1.0,Syndio,Broadridge,syndio,broadridge,lab19_af2cc43aae380d2715acfeff,lab19_46df9aa943faedefeb6285ec
AlarMax Distributors,Company,ACQUIRED,Northern Sound & Light,Company,https://www.securityinfowatch.com/integrators/press-release/53056505/alarmax-alarmax-distributors-acquires-northern-sound-light::c0000,1516,2023-04-06,AlarMax Distributors acquires Northern Sound & Light,1.0,AlarMax Distributors,Northern Sound & Light,alarmax distributors,northern sound light,lab19_77458f020ae7845ac971b48c,lab19_c50ec6e407cbeab483415268
Aakanksha Bhargava,Person,LEADS,PM Relocations Pvt. Ltd.,Company,https://www.timesnownews.com/technology-science/this-company-is-combining-logistics-with-technology-to-bring-seamless-services-to-its-customers-aims-to-target-rs-350-crore-in-revenue-this-year-article-99409274::c0000,1527,2023-04-12,Aakanksha Bhargava CEO PM Relocations Pvt. Ltd.,1.0,Aakanksha Bhargava,PM Relocations Pvt. Ltd.,aakanksha bhargava,pm relocations pvt. ltd.,lab19_cbd6668a59b9111207a09196,lab19_a975a8c472160b57d6ad58b1
S. Steven Salar,Person,LEADS,Exdion Solutions,Company,https://www.insurancebusinessmag.com/us/news/technology/insurtech-provider-taps-insurance-ops-head-449877.aspx::c0000,1533,2023-06-20,S. Steven Salar ... as the president and head of insurance operations,1.0,S. Steven Salar,Exdion Solutions,s. steven salar,exdion solutions,lab19_73aeff777fda31455f3d5428,lab19_1f731379e19ac0f0a118bdd9
Evolve Information Solutions,Company,PARTNERED_WITH,Priority Software,Company,https://www.tmcnet.com/usubmit/2023/09/25/9886746.htm::c0000,1538,2023-09-25,Evolve Information Solutions Announces New Reseller Agreement with Priority Software,1.0,Evolve Information Solutions,Priority Software,evolve information solutions,priority software,lab19_217c17a733dcb1546b3b5efc,lab19_d861246a7d147dca8a41a9c7
Yotta,Company,PARTNERED_WITH,Sunstone,Company,https://pv-magazine-usa.com/2023/04/25/yotta-and-sunstone-partner-to-offer-commercial-storage-solutions/::c0000,1731,2023-04-25,Yotta and Sunstone partner to offer commercial storage solutions,1.0,Yotta,Sunstone,yotta,sunstone,lab19_dff60636890518ca28972d84,lab19_32f4a11ecbbe1f535e34cabf
Signet FCU,Company,PARTNERED_WITH,OMNICOMMANDER,Company,https://it.tmcnet.com/news/2023/02/23/9765450.htm::c0000,1733,2023-02-23,Signet FCU and OMNICOMMANDER® Renew Their Partnership,1.0,Signet FCU,OMNICOMMANDER,signet fcu,omnicommander,lab19_db8c8868e0d57f40662163d8,lab19_196ef826aa5aac16ce4bc9ea
OMNICOMMANDER,Company,DEVELOPED,Digital Branch,Technology,https://it.tmcnet.com/news/2023/02/23/9765450.htm::c0000,1733,2023-02-23,OMNICOMMANDER provides award-winning Digital Branch designs,1.0,OMNICOMMANDER,Digital Branch,omnicommander,digital branch,lab19_196ef826aa5aac16ce4bc9ea,lab19_114488bb0bef8a0647b95c4c
Technical Safety Services,Company,ACQUIRED,Precision Air Technology,Company,https://www.businesswire.com/news/home/20230412005287/en/Levine-Leichtman-Capital-Partners-Portfolio-Company-Technical-Safety-Services-Acquires-Precision-Air-Technology::c0000,1744,2023-04-12,Technical Safety Services has acquired Precision Air Technology,1.0,Technical Safety Services,Precision Air Technology,technical safety services,precision air technology,lab19_6e2f5e22c6086b54c403c927,lab19_617aad43df21a672ce896fba
Technical Safety Services,Company,WORKED_AT,Levine Leichtman Capital Partners,Company,https://www.businesswire.com/news/home/20230412005287/en/Levine-Leichtman-Capital-Partners-Portfolio-Company-Technical-Safety-Services-Acquires-Precision-Air-Technology::c0000,1744,2023-04-12,Technical Safety Services (“TSS” or the “Company”) a portfolio company of Levine Leichtman Capital Partners,1.0,Technical Safety Services,Levine Leichtman Capital Partners,technical safety services,levine leichtman capital partners,lab19_6e2f5e22c6086b54c403c927,lab19_43efc18e4b8b0c7e46e6099b
DWF Labs,Company,INVESTED_IN,Sensorium,Company,https://invezz.com/news/2023/04/06/dwf-labs-backs-the-development-of-sensoriums-web3-platform-with-senso-token-purchase/::c0000,1753,2023-04-06,Sensorium has secured a seven-figure purchase of SENSO tokens from DWF Labs,1.0,DWF Labs,Sensorium,dwf labs,sensorium,lab19_d4458148d1b963a55671f2ec,lab19_e1a524c2f3675fa4c49c68fe
Sensorium,Company,DEVELOPED,Sensorium Galaxy,Technology,https://invezz.com/news/2023/04/06/dwf-labs-backs-the-development-of-sensoriums-web3-platform-with-senso-token-purchase/::c0000,1753,2023-04-06,Sensorium the company behind the world’s first AI-driven metaverse Sensorium Galaxy,1.0,Sensorium,Sensorium Galaxy,sensorium,sensorium galaxy,lab19_e1a524c2f3675fa4c49c68fe,lab19_49606c78dc63e456e453f16c
StoreDot,Company,PARTNERED_WITH,VinES,Company,https://www.benzinga.com/pressreleases/23/04/n31929755/storedot-partners-with-vines-to-accelerate-the-development-of-extreme-fast-charging-xfc-batteries::c0000,1776,2023-04-21,StoreDot is partnering with VinES to develop XFC battery cells,1.0,StoreDot,VinES,storedot,vines,lab19_1c2551b1e743876677684ef7,lab19_82e90945c43c3c7512a8bfba
StoreDot,Company,DEVELOPED,Extreme Fast Charging (XFC) batteries,Technology,https://www.benzinga.com/pressreleases/23/04/n31929755/storedot-partners-with-vines-to-accelerate-the-development-of-extreme-fast-charging-xfc-batteries::c0000,1776,2023-04-21,StoreDot is partnering with VinES to develop XFC battery cells,1.0,StoreDot,Extreme Fast Charging (XFC) batteries,storedot,extreme fast charging xfc batteries,lab19_1c2551b1e743876677684ef7,lab19_f37985aa78c382ef684b382c
JPMorgan Asset Management,Company,USES,Vestwell's technology,Technology,https://www.americanbanker.com/news/j-p-morgan-chooses-vestwells-technology-for-small-business-401k-services::r01809::c0000,1809,2023-05-12,JPMorgan Asset Management will be using Vestwell's technology to run its Everyday 401(k ...,1.0,JPMorgan Asset Management,Vestwell's technology,jpmorgan asset management,vestwell s technology,lab19_c781da7d3ab303067e416bb7,lab19_adc2e17f735185066d96853d
Aarul Malviya,Person,FOUNDED,Zamit,Company,https://timesofindia.indiatimes.com/blogs/voices/the-benefits-and-challenges-of-technology-integration-in-the-classroom/::c0000,1845,2023-03-22,Aarul Malviya Founder & founder of Zamit,1.0,Aarul Malviya,Zamit,aarul malviya,zamit,lab19_c6beacaa9b0ffd450ac0c098,lab19_69e7954260ba73434c5eff88
Daragh Morrisey,Person,LEADS,AI at Microsoft,Technology,https://www.technologyrecord.com/article/sibos-2023-financial-services-and-technology-leaders-focus-on-the-power-of-ai::c0000,1853,2023-09-18,Daragh Morrisey director of AI at Microsoft worldwide,0.9,Daragh Morrisey,AI at Microsoft,daragh morrisey,ai at microsoft,lab19_fce39cf917f573ea7933b95d,lab19_622a48fdba106aa95b482ca2
Microsoft,Company,USES,AI,Technology,https://www.technologyrecord.com/article/sibos-2023-financial-services-and-technology-leaders-focus-on-the-power-of-ai::c0000,1853,2023-09-18,Daragh Morrisey director of AI at Microsoft worldwide,0.8,Microsoft,AI,microsoft,ai,lab19_fb0f4df56fab164ec48722f0,lab19_4f5c599d80e3f459819f8d8f
Elizabethtown College,Company,USES,KITRO,Technology,https://www.msn.com/en-us/money/careersandeducation/elizabethtown-college-using-ai-technology-to-help-with-food-waste/ar-AA1i0XYY::c0000,1862,2023-10-11,Elizabethtown College is trying to change the narrative when it comes to food waste on its campus and it’s using new technology to achieve that. “We are the first college in the United States to utilize KITRO,0.95,Elizabethtown College,KITRO,elizabethtown college,kitro,lab19_7bc471980d17285ba16b8743,lab19_0c4e57e32920729e6447f3c3
Digi International,Company,DEVELOPED,SkyCloud 23.5 Update,Technology,https://www.iotevolutionworld.com/iot/articles/456177-monitoring-analyzing-controlling-field-data-digi-international-debuts.htm::c0000,1871,2023-06-14,Digi International Debuts SkyCloud 23.5 Update,0.9,Digi International,SkyCloud 23.5 Update,digi international,skycloud 23.5 update,lab19_ddc40b1f61d1d9c0dcfae158,lab19_ce21ad4e92944a04e7842967
5G Home Internet,Technology,USES,Ultra Wideband 5G technology,Technology,https://www.cnet.com/home/internet/what-is-5g-home-internet/::c0000,1878,2023-05-09,service which uses Ultra Wideband 5G technology,0.95,5G Home Internet,Ultra Wideband 5G technology,5g home internet,ultra wideband 5g technology,lab19_f3edcc36130b7e405efd68da,lab19_ea9a9143fd23b9498c8718d4
Kotozna Inc.,Company,PARTNERED_WITH,Samoon Information Technology,Company,https://www.japantimes.co.jp/comfacts/77/::c0000,1906,2023-07-19,Kotozna Inc. forms business alliance with Samoon Information Technology,1.0,Kotozna Inc.,Samoon Information Technology,kotozna inc.,samoon information technology,lab19_ca6254e47477539df3452047,lab19_97cf5435dd789d2a683885d5
ENT Partners LLC,Company,ACQUIRED,Southern Indiana ENT & Indianapolis Sinus Center,Company,https://www.joplinglobe.com/region/national_business/ent-partners-announces-acquisition-of-southern-indiana-ent-indianapolis-sinus-center/article_cdcb21dd-a86d-52d2-84ae-71906405b19f.html::c0000,1911,2023-07-26,ENT Partners Announces Acquisition of Southern Indiana ENT & Indianapolis Sinus Center,1.0,ENT Partners LLC,Southern Indiana ENT & Indianapolis Sinus Center,ent partners llc,southern indiana ent indianapolis sinus center,lab19_a8676e7eb41953dd088e4d22,lab19_0a0f904eb8db4b5bfee6d12c
G-P,Company,PARTNERED_WITH,UKG,Company,https://www.victoriaadvocate.com/g-p-and-ukg-announce-technology-integration-partnership/article_cc6bb730-67b7-5f17-a78e-676111b5e4df.html::c0000,1922,2023-03-21,G-P and UKG Announce Technology Integration Partnership,1.0,G-P,UKG,g-p,ukg,lab19_216d333103cc699417ddb224,lab19_e23c5421d4f8b156c0c6101c
Cathie Wood,Person,LEADS,Tech Stocks,Technology,https://news.yahoo.com/10-tech-stocks-sell-now-200429864.html::c0000,1952,2023-02-14,10 Tech Stocks To Sell Now According to Cathie Wood,0.8,Cathie Wood,Tech Stocks,cathie wood,tech stocks,lab19_b579d7d74e895631f95f9742,lab19_0d2bb1b706d2a79bf27fdd7d
ISG,Company,PARTNERED_WITH,more than 900 clients,Company,https://stockhouse.com/news/press-releases/2023/07/19/australian-firms-embrace-hybrid-clouds-for-transformation::c0000,1965,2023-07-20,A trusted business partner to more than 900 clients,0.9,ISG,more than 900 clients,isg,more than 900 clients,lab19_40f5f86659afe9751f163cf9,lab19_b2b582633490b0777693bb42
Aran Azarzar,Person,LEADS,JFrog’s Information Technology organization,Company,https://www.businesswire.com/news/home/20230330005373/en/JFrog-Welcomes-Seasoned-Technology-and-Security-Leader-Aran-Azarzar-as-Chief-Information-Officer::c0000,2042,2023-03-30,Aran Azarzar as Chief Information Officer. In this role Azarzar will lead the strategy and operations for JFrog’s Information Technology organization,1.0,Aran Azarzar,JFrog’s Information Technology organization,aran azarzar,jfrog s information technology organization,lab19_3feb21b4840bec281371b4cd,lab19_d0f860785449f141ab759fe4
Sojern,Company,PARTNERED_WITH,PUSHTechTM,Company,https://www.exchangewire.com/blog/2023/01/11/sojern-pushtech-collaborate-to-better-support-partners-first-party-data-strategies/::c0000,2072,2023-01-11,Sojern ... and PUSHTechTM ... have announced a new partnership,1.0,Sojern,PUSHTechTM,sojern,pushtechtm,lab19_35e37b7b526c1fa5530c8c36,lab19_73bc0c10daf5bd39729a331e
Entrepreneur Media Inc.,Company,USES,Websites and Mobile Application,Technology,https://www.entrepreneur.com/terms-of-service::c0000,2186,2023-05-27,Entrepreneur Media Inc. Websites and Mobile Application Terms of Service,0.9,Entrepreneur Media Inc.,Websites and Mobile Application,entrepreneur media inc.,websites and mobile application,lab19_54cb5edddc5609c35649429d,lab19_6f1d11663377464c0fc1d5e5
Dragos,Company,DEVELOPED,Dragos Partner Program,Technology,https://www.pharmiweb.com/press-release/2023-06-13/dragos-launches-ot-cyber-industry-s-only-global-partner-program-to-span-technology-services-threat::c0000,2201,2023-06-13,Dragos Launches OT Cyber Industry’s Only Global Partner Program,0.95,Dragos,Dragos Partner Program,dragos,dragos partner program,lab19_701cc0154bd88a08189343a8,lab19_560780a8c7dfa297cfdf94c8
Dragos Partner Program,Technology,PARTNERED_WITH,channel partners,Company,https://www.pharmiweb.com/press-release/2023-06-13/dragos-launches-ot-cyber-industry-s-only-global-partner-program-to-span-technology-services-threat::c0000,2201,2023-06-13,The Dragos Partner Program enables channel partners to offer their customers the full range of ICS/OT cybersecurity technology and services,0.9,Dragos Partner Program,channel partners,dragos partner program,channel partners,lab19_560780a8c7dfa297cfdf94c8,lab19_cdebe466debc0fa68f8eb3f1
