id,name,name_norm,type,aliases,aliases_norm
lab19_49526f4636c5b2a21b8570ed,Tetra Tech,tetra tech,Company,['Tetra Tech'],['tetra tech']
lab19_b9271fcab648342ab4155947,application cyber services outfit,application cyber services outfit,Company,['application cyber services outfit'],['application cyber services outfit']
lab19_82e4dd9cfe8c7c11823b6d07,NCR Corporation,ncr corporation,Company,['NCR Corporation'],['ncr corporation']
lab19_0fb6d845dbd1e7368f1cf437,enterprise technology,enterprise technology,Technology,['enterprise technology'],['enterprise technology']
lab19_e6c3db5c28c9a15bfafd2e04,Apple,apple,Company,['Apple'],['apple']
lab19_ef7a276992d84a8742338a9d,software code for self-driving cars,software code for self-driving cars,Technology,['software code for self-driving cars'],['software code for self-driving cars']
lab19_671cdba806b5c4e84760f87d,Laurie Starcher,laurie starcher,Person,['Laurie Starcher'],['laurie starcher']
lab19_98bd67993d5966258666fa0d,smartphone,smartphone,Technology,['smartphone'],['smartphone']
lab19_1cd96b0c4bc7973fdf7bdc6c,AT&T,at t,Company,['AT&T'],['at t']
lab19_5f07c650c5e4d5fe1bc7c093,Technology Services Division,technology services division,Technology,['Technology Services Division'],['technology services division']
lab19_de30602efe30bec52ee5b544,modernizing City services,modernizing city services,Technology,['modernizing City services'],['modernizing city services']
lab19_2d21f41c860bab19ba2346f3,all City divisions,all city divisions,Company,['all City divisions'],['all city divisions']
lab19_0a3bf9b6cf7b10f640922e8a,Quest Technology Management,quest technology management,Company,['Quest Technology Management'],['quest technology management']
lab19_03556878ae721fe4dc0799c8,Lanlogic,lanlogic,Company,['Lanlogic'],['lanlogic']
lab19_6a6f5b0ec1662486fbeaec15,technology solutions for merchants banks,technology solutions for merchants banks,Technology,['technology solutions for merchants banks'],['technology solutions for merchants banks']
lab19_00976a066f2bf56f1fb38754,SpaceX,spacex,Company,['SpaceX'],['spacex']
lab19_fab80a610d6f8796b919ed2e,recyclable rocket technology,recyclable rocket technology,Technology,['recyclable rocket technology'],['recyclable rocket technology']
lab19_0351299e9bf580237abe5210,Fujitsu,fujitsu,Company,['Fujitsu'],['fujitsu']
lab19_d92a003105c7db6090e4d337,Distributed Ledger Technology (DLT),distributed ledger technology dlt,Technology,['Distributed Ledger Technology (DLT)'],['distributed ledger technology dlt']
lab19_6643011340b08f9d1985f737,MIT Technology Review,mit technology review,Company,['MIT Technology Review'],['mit technology review']
lab19_d0694fd72ae65c5db0456783,Massachusetts Institute of Technology,massachusetts institute of technology,Company,['Massachusetts Institute of Technology'],['massachusetts institute of technology']
lab19_b17a05f83832901cf9083faf,ISG (Information Services Group),isg information services group,Company,['ISG (Information Services Group)'],['isg information services group']
lab19_1c899364f3cb1449aa28deef,more than 900 clients including more than 75 of the world’s top 100 enterprises,more than 900 clients including more than 75 of the world s top 100 enterprises,Company,['more than 900 clients including more than 75 of the world’s top 100 enterprises'],['more than 900 clients including more than 75 of the world s top 100 enterprises']
lab19_205c5f03468431c1d679c53a,Andrew Drach,andrew drach,Person,['Andrew Drach'],['andrew drach']
lab19_fa8ee120897e10c0c6f51d0f,Solwey Consulting,solwey consulting,Company,['Solwey Consulting'],['solwey consulting']
lab19_7a7274e250f3ac56a31837a5,Olink,olink,Company,['Olink'],['olink']
lab19_afbffc3a083f80455950156b,PEA,pea,Technology,['PEA'],['pea']
lab19_0e132222d1315530d6efca52,Google,google,Company,['Google'],['google']
lab19_7fd41caa7ac9c4173b9d6de6,Tensor Processing Unit,tensor processing unit,Technology,['Tensor Processing Unit'],['tensor processing unit']
lab19_b3306bfad1ea21be08bf5c00,MediaTek,mediatek,Company,['MediaTek'],['mediatek']
lab19_93d3cce6425fd86bbb1ec444,Connecticut Innovations,connecticut innovations,Company,['Connecticut Innovations'],['connecticut innovations']
lab19_b5c3d8cad0a0208be0f3913d,state-chartered venture capital organization,state-chartered venture capital organization,Company,['state-chartered venture capital organization'],['state-chartered venture capital organization']
lab19_644a5c5532b1cb692e7a9e31,unknown tracker alerts,unknown tracker alerts,Technology,['unknown tracker alerts'],['unknown tracker alerts']
lab19_0df4d088ad3e7cb8a31fea68,Android smartphones,android smartphones,Technology,['Android smartphones'],['android smartphones']
lab19_30aaff2ed5f2ddddf00fe54c,First Citizens Bank,first citizens bank,Company,['First Citizens Bank'],['first citizens bank']
lab19_27b55f2016558f9b6cb06972,Silicon Valley Bank,silicon valley bank,Company,['Silicon Valley Bank'],['silicon valley bank']
lab19_db09dea1aba722a6fb8099da,CloudNine,cloudnine,Company,['CloudNine'],['cloudnine']
lab19_5cd262f980b2ec9703056050,Integreon,integreon,Company,['Integreon'],['integreon']
lab19_94c78c32ac0e4860ff9660c7,Staytuned Digital,staytuned digital,Company,['Staytuned Digital'],['staytuned digital']
lab19_e501527272f881fe54fdef1b,Serge Kassardjian,serge kassardjian,Person,['Serge Kassardjian'],['serge kassardjian']
lab19_28301ac10da2ba6f5f8512e3,Salesforce suite for e-commerce,salesforce suite for e-commerce,Technology,['Salesforce suite for e-commerce'],['salesforce suite for e-commerce']
lab19_f1241bceec7241ae82bc60c8,Playtech,playtech,Company,['Playtech'],['playtech']
lab19_28b7ae8431177ba99c6fa449,NorthStar Gaming,northstar gaming,Company,['NorthStar Gaming'],['northstar gaming']
lab19_bad84f72983015414dd0094a,Ravago Americas,ravago americas,Company,['Ravago Americas'],['ravago americas']
lab19_82070938a7843996cbd00a1b,Polymer Technology & Services,polymer technology services,Company,['Polymer Technology & Services'],['polymer technology services']
lab19_6dbfdfc5a4e8df3668a4dac3,Meta,meta,Company,['Meta'],['meta']
lab19_647a9488b93afb64d59129ea,Pelocal Fintech Pvt. Ltd.,pelocal fintech pvt. ltd.,Company,['Pelocal Fintech Pvt. Ltd.'],['pelocal fintech pvt. ltd.']
lab19_93a28fc3abf327195319ba4c,WhatsApp,whatsapp,Technology,['WhatsApp'],['whatsapp']
lab19_4668df6ada45ef0ef21faee7,Microsoft Copilot,microsoft copilot,Technology,['Microsoft Copilot'],['microsoft copilot']
lab19_5c159ca6c01a0e19f91c6ea8,KPMG,kpmg,Company,['KPMG'],['kpmg']
lab19_1a324b330bd048e7308e53f0,artificial intelligence,artificial intelligence,Technology,['artificial intelligence'],['artificial intelligence']
lab19_5e6bb2f54191e893f5e7dd4e,Burger King,burger king,Company,['Burger King'],['burger king']
lab19_afb0998095d1d484b35303a5,PAR Technology,par technology,Company,['PAR Technology'],['par technology']
lab19_4d838eaed1d3e8f0261b4a45,tech support,tech support,Technology,['tech support'],['tech support']
lab19_77dc6b6dd119e83c04be24e7,Howard Tullman,howard tullman,Person,['Howard Tullman'],['howard tullman']
lab19_b4b32bed293ac9106d072e91,G2T3V LLC,g2t3v llc,Company,['G2T3V LLC'],['g2t3v llc']
lab19_262cc93944b806c14281d6be,Chicago High Tech Investors LLC,chicago high tech investors llc,Company,['Chicago High Tech Investors LLC'],['chicago high tech investors llc']
lab19_9b68b0d11de1cd717d1c5d5d,Jakub Žalio,jakub žalio,Person,['Jakub Žalio'],['jakub žalio']
lab19_dd2eb3135e902e7448ed0293,Übank,übank,Company,['Übank'],['übank']
lab19_75615d8604c48d055814a2b4,Creditinfo Group,creditinfo group,Company,['Creditinfo Group'],['creditinfo group']
lab19_f0058711b60876adaf90beaf,IBM Corp. AS/400,ibm corp. as 400,Technology,['IBM Corp. AS/400'],['ibm corp. as 400']
lab19_99870944307a0895950e34cd,SQL Server,sql server,Technology,['SQL Server'],['sql server']
lab19_9c2d7f14294d9c4655ea8213,When I Work,when i work,Company,['When I Work'],['when i work']
lab19_d07d4463d9cd732446cde95d,Kavitha Radhakrishnan,kavitha radhakrishnan,Person,['Kavitha Radhakrishnan'],['kavitha radhakrishnan']
lab19_0c4f3d0e1195af33f4d06aea,Paul Cowan,paul cowan,Person,['Paul Cowan'],['paul cowan']
lab19_2c53a58a9adb0b3e3f037693,Ivy Tech Community College,ivy tech community college,Company,['Ivy Tech Community College'],['ivy tech community college']
lab19_4bc77125269da594e3d466d7,Jobs for the Future,jobs for the future,Company,['Jobs for the Future'],['jobs for the future']
lab19_161df613ef04c667dd1ce2f2,Tencent Cloud Blockchain RPC,tencent cloud blockchain rpc,Technology,['Tencent Cloud Blockchain RPC'],['tencent cloud blockchain rpc']
lab19_4f6415a58b3db00b9267597d,Tencent Cloud,tencent cloud,Company,['Tencent Cloud'],['tencent cloud']
lab19_890a22fa7b9dc6d88d09d219,Ankr,ankr,Company,['Ankr'],['ankr']
lab19_048021fc398eb433f329aae5,Sandeep Shah,sandeep shah,Person,['Sandeep Shah'],['sandeep shah']
lab19_f03d294451eabd9b1113c5ef,Technology and war have to evolve together to ensure sustainability,technology and war have to evolve together to ensure sustainability,Technology,['Technology and war have to evolve together to ensure sustainability'],['technology and war have to evolve together to ensure sustainability']
lab19_9c4062b8536b0d59ef5a31ca,HPE,hpe,Company,['HPE'],['hpe']
lab19_55ab5412c4cf9bc541c8954a,large language models,large language models,Technology,['large language models'],['large language models']
lab19_ad18d6e1f4ebdeb5cb70b6f4,SA,sa,Company,['SA'],['sa']
lab19_4af7411d4ee06dc71d075b58,Oceans and Coastal Information System (OCIMS),oceans and coastal information system ocims,Technology,['Oceans and Coastal Information System (OCIMS)'],['oceans and coastal information system ocims']
lab19_b79293f3033084556da650c0,Information Services Group,information services group,Company,['Information Services Group'],['information services group']
lab19_93a6177bc900653e25687333,ISG Provider Lens AWS,isg provider lens aws,Technology,['ISG Provider Lens AWS'],['isg provider lens aws']
lab19_681006bc70d2b14804e79e11,IBM,ibm,Company,['IBM'],['ibm']
lab19_65446d28e12f5bb787b5439a,Adobe,adobe,Company,['Adobe'],['adobe']
lab19_60ade6527483bced1756d6c8,Salesforce,salesforce,Company,['Salesforce'],['salesforce']
lab19_a5930b5231a738016f990eb5,WT Micro,wt micro,Company,['WT Micro'],['wt micro']
lab19_305abadf26edddddfee85561,Future Electronics,future electronics,Company,['Future Electronics'],['future electronics']
lab19_96ecd955d1c6da5e94ce3bda,WiseTech Global,wisetech global,Company,['WiseTech Global'],['wisetech global']
lab19_2935b5fad06dfd50d54c0bc5,Blume Global,blume global,Company,['Blume Global'],['blume global']
lab19_cd8ed6ff02ead5d66888d716,CargoWise,cargowise,Technology,['CargoWise'],['cargowise']
lab19_bf278fe4ba92f56d53b9c7ef,Amazon’s cloud unit,amazon s cloud unit,Company,['Amazon’s cloud unit'],['amazon s cloud unit']
lab19_7143630392df3f19fee3aab9,Hugging Face,hugging face,Company,['Hugging Face'],['hugging face']
lab19_816e03b3dfe577413603b747,data centers,data centers,Technology,['data centers'],['data centers']
lab19_7f996316eab74c563ffa5968,Facebook,facebook,Company,['Facebook'],['facebook']
lab19_68b3544368862fc263941c8d,Amazon,amazon,Company,['Amazon'],['amazon']
lab19_80b895a25e2888832048cf11,UJET,ujet,Company,['UJET'],['ujet']
lab19_909fcd9c188c8c2429afa468,Google Cloud,google cloud,Company,['Google Cloud'],['google cloud']
lab19_328691c9143a2cedc02b9e9b,Contact Center AI Platform (CCAI),contact center ai platform ccai,Technology,['Contact Center AI Platform (CCAI)'],['contact center ai platform ccai']
lab19_0271a635029585b85c0451c3,LinkedIn,linkedin,Company,['LinkedIn'],['linkedin']
lab19_a68f7700f2cf9cb99c05ed89,City of Franklin,city of franklin,Company,['City of Franklin'],['city of franklin']
lab19_fcee8862090046da8300d6a6,Cloudpermit,cloudpermit,Technology,['Cloudpermit'],['cloudpermit']
lab19_934271022c07755cad9182b0,chips,chips,Technology,['chips'],['chips']
lab19_8a0c9d42a2efb1a7c43a4679,CTI,cti,Company,['CTI'],['cti']
lab19_d5dd4228dd5cbd32fa658d81,Rapid Imaging,rapid imaging,Company,['Rapid Imaging'],['rapid imaging']
lab19_748282715d0653f252f5d5fc,Mercy Corps,mercy corps,Company,['Mercy Corps'],['mercy corps']
lab19_c0b40a5df7f8102a782828b0,Cisco,cisco,Company,['Cisco'],['cisco']
lab19_e7bd0b54232d5a4b6df5dfb4,Ashwini Vaishnaw,ashwini vaishnaw,Person,['Ashwini Vaishnaw'],['ashwini vaishnaw']
lab19_124fb8291a7906d78c72753b,Minister of Railways Communications and Electronics & IT,minister of railways communications and electronics it,Company,['Minister of Railways Communications and Electronics & IT'],['minister of railways communications and electronics it']
lab19_221970ead6971fb9d3810c88,Aadhaar Enabled Payment System (AePS),aadhaar enabled payment system aeps,Technology,['Aadhaar Enabled Payment System (AePS)'],['aadhaar enabled payment system aeps']
lab19_da99979c151312fa436465e4,India Post,india post,Company,['India Post'],['india post']
lab19_2149eacfedb23ed1426de1c8,Sheila Whalen,sheila whalen,Person,['Sheila Whalen'],['sheila whalen']
lab19_848eeb6ac6d180655c2b0b62,Diocese of Colorado Springs,diocese of colorado springs,Company,['Diocese of Colorado Springs'],['diocese of colorado springs']
lab19_ab87ac4b70c410953094a6cc,parents,parents,Person,['parents'],['parents']
lab19_a7bc5d33872d0e39c9f59675,Climate Innovation Fund,climate innovation fund,Technology,['Climate Innovation Fund'],['climate innovation fund']
lab19_eceba476141ed384621e56e9,Climate Pledge Fund,climate pledge fund,Technology,['Climate Pledge Fund'],['climate pledge fund']
lab19_c5148a955f332bd9b3f864e2,Midjourney 4,midjourney 4,Technology,['Midjourney 4'],['midjourney 4']
lab19_cf0679bee25e6487d656ac11,AI programs,ai programs,Technology,['AI programs'],['ai programs']
lab19_140bde313115890237db6d59,Midjourney Version 5,midjourney version 5,Technology,['Midjourney Version 5'],['midjourney version 5']
lab19_fd90caf986a66450a7dd026b,Intel,intel,Company,['Intel'],['intel']
lab19_16ad8d99f7baef6ba9c64023,3D V-Cache Tech,3d v-cache tech,Technology,['3D V-Cache Tech'],['3d v-cache tech']
lab19_b8676880ed7fa37b808a43a6,Center for Democracy and Technology,center for democracy and technology,Company,['Center for Democracy and Technology'],['center for democracy and technology']
lab19_b7daa690e883a101715e83fe,artificial intelligence content filtering,artificial intelligence content filtering,Technology,['artificial intelligence content filtering'],['artificial intelligence content filtering']
lab19_67166c2206b00156667d889e,student activity monitoring,student activity monitoring,Technology,['student activity monitoring'],['student activity monitoring']
lab19_fa2c6b919de1f8285f8d8d20,WiMi,wimi,Company,['WiMi'],['wimi']
lab19_fbf4cec23011c5b5d7562f31,silent speech recognition system,silent speech recognition system,Technology,['silent speech recognition system'],['silent speech recognition system']
lab19_fe3e6612909d64b779020fcc,multi-featured signal perception technology,multi-featured signal perception technology,Technology,['multi-featured signal perception technology'],['multi-featured signal perception technology']
lab19_83ce54d1788ef9c561bb2006,Hologram Augmented Reality (AR) Technology,hologram augmented reality ar technology,Technology,['Hologram Augmented Reality (AR) Technology'],['hologram augmented reality ar technology']
lab19_f4adaa883e92217c80dab7fb,ChatGPT,chatgpt,Technology,['ChatGPT'],['chatgpt']
lab19_accc3f19ac930b9f603b5267,Diagnal,diagnal,Company,['Diagnal'],['diagnal']
lab19_f08bacbb327fea7f68769094,Lounges.tv,lounges.tv,Company,['Lounges.tv'],['lounges.tv']
lab19_9e672f78eafcb74a5ce73526,Chili's,chili s,Company,"[""Chili's""]",['chili s']
lab19_19fd69e273032665f405b4f1,Signal Theory,signal theory,Company,['Signal Theory'],['signal theory']
lab19_d639019ad5fa008cac962c3f,Scan-Optics,scan-optics,Company,['Scan-Optics'],['scan-optics']
lab19_c503305d28036cd755dd4714,industry,industry,Technology,['industry'],['industry']
lab19_ae23a0a9f973c0abe685f361,Ox Appsec Security Ltd.,ox appsec security ltd.,Company,['Ox Appsec Security Ltd.'],['ox appsec security ltd.']
lab19_dfaf103884e4f3dc18651858,OX-GPT,ox-gpt,Technology,['OX-GPT'],['ox-gpt']
lab19_1d143309db384774fa3167e7,Citizen,citizen,Company,['Citizen'],['citizen']
lab19_bca62583d06cd995ffdb0dcb,NASA technology,nasa technology,Technology,['NASA technology'],['nasa technology']
lab19_050628fda089bf2b68ac425d,online training and digital credentials,online training and digital credentials,Technology,['online training and digital credentials'],['online training and digital credentials']
lab19_bb8d7383f80fb6c9f6d94956,Koch Engineered Solutions,koch engineered solutions,Company,['Koch Engineered Solutions'],['koch engineered solutions']
lab19_bad93f2e765bc8cde0bc9ccd,Percepto,percepto,Company,['Percepto'],['percepto']
lab19_faee68a3d402ffd898e052e2,AI and Autonomous Drone Technology,ai and autonomous drone technology,Technology,['AI and Autonomous Drone Technology'],['ai and autonomous drone technology']
lab19_f00b5e3f4eab0d7c3e243b57,MAI,mai,Company,['MAI'],['mai']
lab19_c911e5e28ff9e9ab521e5df8,WASI,wasi,Company,['WASI'],['wasi']
lab19_97d3bdce736d825094b4fbfc,Information Management Technology,information management technology,Technology,['Information Management Technology'],['information management technology']
lab19_43a2aba34d7ca7b6e9b77020,applications and services,applications and services,Technology,['applications and services'],['applications and services']
lab19_577424e16583aed42415b9cd,Prime Minister Netanyahu,prime minister netanyahu,Person,['Prime Minister Netanyahu'],['prime minister netanyahu']
lab19_4c5b25ed242ca9cf7751cc5d,National Information Service,national information service,Company,['National Information Service'],['national information service']
lab19_bc0d37f8c4b5ded7bf4d9773,Kinneret Barashi,kinneret barashi,Person,['Kinneret Barashi'],['kinneret barashi']
lab19_6d8be19c05e61ff27ce8f2d6,Eva Navarro López,eva navarro lópez,Person,['Eva Navarro López'],['eva navarro lópez']
lab19_c80bebade97d4e8315a2c142,School of Information,school of information,Company,['School of Information'],['school of information']
lab19_d115b997b62af1d7b48fd5f7,Explorex,explorex,Company,['Explorex'],['explorex']
lab19_67bc34c4076b3276117f96e1,MSwipe,mswipe,Company,['MSwipe'],['mswipe']
lab19_c40caf3c3d0a2d6f4c435c79,Symphony,symphony,Company,['Symphony'],['symphony']
lab19_4843d19ba6ab28c53b9e12b5,Owensboro Health,owensboro health,Company,['Owensboro Health'],['owensboro health']
lab19_420cb7bb97987da2ded5a7d7,Aware,aware,Company,['Aware'],['aware']
lab19_cdfe9abbb62c37bdf1a0f35a,World Wide Technology,world wide technology,Company,['World Wide Technology'],['world wide technology']
lab19_0bb48958ad61ed1e56270799,Vi,vi,Company,['Vi'],['vi']
lab19_6d6d3bc05ca32388a48a053b,Truecaller,truecaller,Company,['Truecaller'],['truecaller']
lab19_3594232df512294a8366dfa6,AgencyBloc,agencybloc,Company,['AgencyBloc'],['agencybloc']
lab19_3f4df96c53ee5e799568aecf,Radius,radius,Company,['Radius'],['radius']
lab19_521037c3e56d17d9ac38937b,Inseego,inseego,Company,['Inseego'],['inseego']
lab19_bc866d15bf27ea55e30df0f0,Pocket Box,pocket box,Company,['Pocket Box'],['pocket box']
lab19_eb3517d26c881280d8a6a7a4,AST Spacemobile,ast spacemobile,Company,['AST Spacemobile'],['ast spacemobile']
lab19_6edc166875fb4fbe067d081d,Vodafone Raku,vodafone raku,Company,['Vodafone Raku'],['vodafone raku']
lab19_52d2365dd55f191eeb19b990,Mood Media,mood media,Company,['Mood Media'],['mood media']
lab19_746caaaa060162969f765283,Vibenomics,vibenomics,Company,['Vibenomics'],['vibenomics']
lab19_18fe6dc1341445926e310ea9,Sumayya Shaheen,sumayya shaheen,Person,['Sumayya Shaheen'],['sumayya shaheen']
lab19_467d8d9726ad960f55797970,10Pearls,10pearls,Company,['10Pearls'],['10pearls']
lab19_0c4da1c74f2482af25f90621,HR payroll and workforce management solutions,hr payroll and workforce management solutions,Technology,['HR payroll and workforce management solutions'],['hr payroll and workforce management solutions']
lab19_3bd246d63c5fc107fabe9fd2,VIQ Solutions,viq solutions,Company,['VIQ Solutions'],['viq solutions']
lab19_6a6e22b86eaee86b5b633d5e,JAVS,javs,Company,['JAVS'],['javs']
lab19_d1cf32435c83e1ff1d38a8da,NetScribeTM,netscribetm,Technology,['NetScribeTM'],['netscribetm']
lab19_4a06b8689a5043daa0329632,FirstDraftTM,firstdrafttm,Technology,['FirstDraftTM'],['firstdrafttm']
lab19_af89a527fe01cc128f0e1f9d,Doug,doug,Person,['Doug'],['doug']
lab19_faed0a0a5dbab5f84367bcf1,homemade antenna,homemade antenna,Technology,['homemade antenna'],['homemade antenna']
lab19_b94fae08783a2212fbf88a9e,amateur ham radio,amateur ham radio,Technology,['amateur ham radio'],['amateur ham radio']
lab19_32f5027bea699dc38b9c1a51,Woody Hoburg,woody hoburg,Person,['Woody Hoburg'],['woody hoburg']
lab19_23f55f0e03dc6c8e1508d3d6,International Space Station,international space station,Technology,['International Space Station'],['international space station']
lab19_be40ffe19fcd3c17a63837d0,SpaceMobile,spacemobile,Company,['SpaceMobile'],['spacemobile']
lab19_b15d40e2e2db2644606105cc,space-based voice call using a standard smartphone,space-based voice call using a standard smartphone,Technology,['space-based voice call using a standard smartphone'],['space-based voice call using a standard smartphone']
lab19_a2c14f9c6385c01daba2f730,PTC,ptc,Company,['PTC'],['ptc']
lab19_420063bf9a6626f404962ea2,ServiceMax Field Service Management Technology,servicemax field service management technology,Technology,['ServiceMax Field Service Management Technology'],['servicemax field service management technology']
